Q2_center	xbj_center       N_total	
3.125	0.4825	1.11219e+07
3.125	0.4875	1.11097e+07
3.125	0.4925	1.07112e+07
3.125	0.4975	1.08708e+07
3.125	0.5025	1.07078e+07
3.125	0.5075	1.01523e+07
3.125	0.5125	9.23823e+06
3.125	0.5175	9.49571e+06
3.125	0.5225	9.85456e+06
3.125	0.5275	8.83586e+06
3.125	0.5325	8.75304e+06
3.125	0.5375	8.28565e+06
3.125	0.5425	7.66455e+06
3.125	0.5475	7.27953e+06
3.125	0.5525	7.45755e+06
3.125	0.5575	7.50965e+06
3.125	0.5625	6.63473e+06
3.125	0.5675	6.42361e+06
3.125	0.5725	6.14547e+06
3.125	0.5775	6.67574e+06
3.125	0.5825	6.0882e+06
3.125	0.5875	5.77637e+06
3.125	0.5925	6.0102e+06
3.125	0.5975	5.84942e+06
3.125	0.6025	6.28974e+06
3.125	0.6075	5.93028e+06
3.125	0.6125	5.413e+06
3.125	0.6175	4.7914e+06
3.125	0.6225	5.16123e+06
3.125	0.6275	4.70001e+06
3.125	0.6325	4.89393e+06
3.125	0.6375	4.85339e+06
3.125	0.6425	4.52039e+06
3.125	0.6475	4.44228e+06
3.125	0.6525	4.21954e+06
3.125	0.6575	4.33049e+06
3.125	0.6625	3.71285e+06
3.125	0.6675	3.67644e+06
3.125	0.6725	3.38794e+06
3.125	0.6775	3.58269e+06
3.125	0.6825	3.52002e+06
3.125	0.6875	3.35678e+06
3.125	0.6925	3.04186e+06
3.125	0.6975	3.05744e+06
3.125	0.7025	2.89176e+06
3.125	0.7075	2.79101e+06
3.125	0.7125	2.61294e+06
3.125	0.7175	2.39765e+06
3.125	0.7225	2.28592e+06
3.125	0.7275	2.37152e+06
3.125	0.7325	2.2285e+06
3.125	0.7375	2.21244e+06
3.125	0.7425	2.23583e+06
3.125	0.7475	2.27472e+06
3.125	0.7525	2.22957e+06
3.125	0.7575	2.18447e+06
3.125	0.7625	2.00973e+06
3.125	0.7675	1.88642e+06
3.125	0.7725	1.93804e+06
3.125	0.7775	1.78312e+06
3.125	0.7825	1.6548e+06
3.125	0.7875	1.60083e+06
3.125	0.7925	1.5848e+06
3.125	0.7975	1.60672e+06
3.125	0.8025	1.49225e+06
3.125	0.8075	1.54329e+06
3.125	0.8125	1.48265e+06
3.125	0.8175	1.46946e+06
3.125	0.8225	1.33103e+06
3.125	0.8275	1.33822e+06
3.125	0.8325	1.38813e+06
3.125	0.8375	1.35996e+06
3.125	0.8425	1.24127e+06
3.125	0.8475	1.17226e+06
3.125	0.8525	1.10157e+06
3.125	0.8575	1.06129e+06
3.125	0.8625	1.12279e+06
3.125	0.8675	1.06388e+06
3.125	0.8725	1.03216e+06
3.125	0.8775	981982
3.125	0.8825	1.02833e+06
3.125	0.8875	934565
3.125	0.8925	913110
3.125	0.8975	886356
3.125	0.9025	980303
3.125	0.9075	957490
3.125	0.9125	973774
3.125	0.9175	846559
3.125	0.9225	884444
3.125	0.9275	921621
3.125	0.9325	858140
3.125	0.9375	716346
3.125	0.9425	692550
3.125	0.9475	686645
3.125	0.9525	668014
3.125	0.9575	715739
3.125	0.9625	644374
3.125	0.9675	647086
3.125	0.9725	674051
3.125	0.9775	647900
3.125	0.9825	571007
3.125	0.9875	546250
3.125	0.9925	623712
3.125	0.9975	648615
3.175	0.2275	46.8833
3.175	0.2325	129036
3.175	0.2375	1.33437e+06
3.175	0.2425	1.0709e+07
3.175	0.2475	1.68991e+07
3.175	0.2525	2.9467e+07
3.175	0.2575	3.20101e+07
3.175	0.2625	3.57153e+07
3.175	0.2675	3.88068e+07
3.175	0.2725	3.77709e+07
3.175	0.2775	3.60758e+07
3.175	0.2825	3.46594e+07
3.175	0.2875	3.40636e+07
3.175	0.2925	3.38946e+07
3.175	0.2975	3.24965e+07
3.175	0.3025	3.1149e+07
3.175	0.3075	2.95055e+07
3.175	0.3125	2.83942e+07
3.175	0.3175	2.96971e+07
3.175	0.3225	2.81416e+07
3.175	0.3275	2.8474e+07
3.175	0.3325	2.63178e+07
3.175	0.3375	2.57609e+07
3.175	0.3425	2.49579e+07
3.175	0.3475	2.53632e+07
3.175	0.3525	2.46739e+07
3.175	0.3575	2.32134e+07
3.175	0.3625	2.34167e+07
3.175	0.3675	2.2318e+07
3.175	0.3725	2.09779e+07
3.175	0.3775	2.099e+07
3.175	0.3825	1.9519e+07
3.175	0.3875	1.91057e+07
3.175	0.3925	1.85099e+07
3.175	0.3975	1.81216e+07
3.175	0.4025	1.78669e+07
3.175	0.4075	1.73371e+07
3.175	0.4125	1.74036e+07
3.175	0.4175	1.65505e+07
3.175	0.4225	1.64605e+07
3.175	0.4275	1.54558e+07
3.175	0.4325	1.46037e+07
3.175	0.4375	1.50465e+07
3.175	0.4425	1.39307e+07
3.175	0.4475	1.4128e+07
3.175	0.4525	1.37626e+07
3.175	0.4575	1.25839e+07
3.175	0.4625	1.26441e+07
3.175	0.4675	1.17869e+07
3.175	0.4725	1.14479e+07
3.175	0.4775	1.10856e+07
3.175	0.4825	1.13728e+07
3.175	0.4875	1.08617e+07
3.175	0.4925	1.0263e+07
3.175	0.4975	1.02779e+07
3.175	0.5025	1.00856e+07
3.175	0.5075	9.9651e+06
3.175	0.5125	9.67066e+06
3.175	0.5175	9.04119e+06
3.175	0.5225	8.44541e+06
3.175	0.5275	8.88941e+06
3.175	0.5325	8.40194e+06
3.175	0.5375	7.71916e+06
3.175	0.5425	7.7226e+06
3.175	0.5475	7.37948e+06
3.175	0.5525	7.32622e+06
3.175	0.5575	6.79699e+06
3.175	0.5625	7.08904e+06
3.175	0.5675	6.45221e+06
3.175	0.5725	5.80753e+06
3.175	0.5775	5.64142e+06
3.175	0.5825	5.80817e+06
3.175	0.5875	6.12607e+06
3.175	0.5925	5.82016e+06
3.175	0.5975	5.43519e+06
3.175	0.6025	5.51831e+06
3.175	0.6075	5.56645e+06
3.175	0.6125	5.38897e+06
3.175	0.6175	5.69374e+06
3.175	0.6225	4.54396e+06
3.175	0.6275	4.53668e+06
3.175	0.6325	4.23366e+06
3.175	0.6375	4.1486e+06
3.175	0.6425	4.60751e+06
3.175	0.6475	4.34797e+06
3.175	0.6525	3.99064e+06
3.175	0.6575	4.04711e+06
3.175	0.6625	3.75052e+06
3.175	0.6675	3.72071e+06
3.175	0.6725	3.43961e+06
3.175	0.6775	3.36376e+06
3.175	0.6825	3.39953e+06
3.175	0.6875	3.11582e+06
3.175	0.6925	3.16223e+06
3.175	0.6975	2.85024e+06
3.175	0.7025	2.77826e+06
3.175	0.7075	2.77636e+06
3.175	0.7125	2.72372e+06
3.175	0.7175	2.67642e+06
3.175	0.7225	2.5332e+06
3.175	0.7275	2.15542e+06
3.175	0.7325	2.00698e+06
3.175	0.7375	2.07616e+06
3.175	0.7425	2.02121e+06
3.175	0.7475	2.03558e+06
3.175	0.7525	1.93799e+06
3.175	0.7575	1.97192e+06
3.175	0.7625	1.96313e+06
3.175	0.7675	1.79517e+06
3.175	0.7725	1.80096e+06
3.175	0.7775	1.70477e+06
3.175	0.7825	1.63258e+06
3.175	0.7875	1.55939e+06
3.175	0.7925	1.4626e+06
3.175	0.7975	1.45733e+06
3.175	0.8025	1.47024e+06
3.175	0.8075	1.4343e+06
3.175	0.8125	1.29176e+06
3.175	0.8175	1.32624e+06
3.175	0.8225	1.31921e+06
3.175	0.8275	1.29263e+06
3.175	0.8325	1.20569e+06
3.175	0.8375	1.17242e+06
3.175	0.8425	1.30604e+06
3.175	0.8475	1.29504e+06
3.175	0.8525	1.21698e+06
3.175	0.8575	1.11006e+06
3.175	0.8625	1.05479e+06
3.175	0.8675	957888
3.175	0.8725	901808
3.175	0.8775	965263
3.175	0.8825	946966
3.175	0.8875	947572
3.175	0.8925	858371
3.175	0.8975	881620
3.175	0.9025	808705
3.175	0.9075	757380
3.175	0.9125	842839
3.175	0.9175	754886
3.175	0.9225	860905
3.175	0.9275	823710
3.175	0.9325	812283
3.175	0.9375	784051
3.175	0.9425	766610
3.175	0.9475	720351
3.175	0.9525	653239
3.175	0.9575	600068
3.175	0.9625	588672
3.175	0.9675	618136
3.175	0.9725	581425
3.175	0.9775	539129
3.175	0.9825	536272
3.175	0.9875	583532
3.175	0.9925	493228
3.175	0.9975	530756
3.225	0.2375	62428.7
3.225	0.2425	513899
3.225	0.2475	8.57652e+06
3.225	0.2525	1.36932e+07
3.225	0.2575	2.50026e+07
3.225	0.2625	3.04286e+07
3.225	0.2675	3.21525e+07
3.225	0.2725	3.53993e+07
3.225	0.2775	3.58004e+07
3.225	0.2825	3.41999e+07
3.225	0.2875	3.2681e+07
3.225	0.2925	3.20982e+07
3.225	0.2975	3.20107e+07
3.225	0.3025	3.00937e+07
3.225	0.3075	2.91927e+07
3.225	0.3125	2.75082e+07
3.225	0.3175	2.77687e+07
3.225	0.3225	2.80306e+07
3.225	0.3275	2.60841e+07
3.225	0.3325	2.67658e+07
3.225	0.3375	2.46489e+07
3.225	0.3425	2.46214e+07
3.225	0.3475	2.37459e+07
3.225	0.3525	2.32075e+07
3.225	0.3575	2.31183e+07
3.225	0.3625	2.16721e+07
3.225	0.3675	2.14065e+07
3.225	0.3725	2.10431e+07
3.225	0.3775	2.01569e+07
3.225	0.3825	1.92516e+07
3.225	0.3875	1.92336e+07
3.225	0.3925	1.90905e+07
3.225	0.3975	1.75222e+07
3.225	0.4025	1.69871e+07
3.225	0.4075	1.73567e+07
3.225	0.4125	1.64983e+07
3.225	0.4175	1.62152e+07
3.225	0.4225	1.55511e+07
3.225	0.4275	1.5521e+07
3.225	0.4325	1.46433e+07
3.225	0.4375	1.40926e+07
3.225	0.4425	1.38058e+07
3.225	0.4475	1.35926e+07
3.225	0.4525	1.38762e+07
3.225	0.4575	1.22944e+07
3.225	0.4625	1.26018e+07
3.225	0.4675	1.17976e+07
3.225	0.4725	1.12265e+07
3.225	0.4775	1.10404e+07
3.225	0.4825	1.03536e+07
3.225	0.4875	1.00702e+07
3.225	0.4925	1.02369e+07
3.225	0.4975	9.8058e+06
3.225	0.5025	9.43102e+06
3.225	0.5075	9.3761e+06
3.225	0.5125	9.2018e+06
3.225	0.5175	9.0151e+06
3.225	0.5225	8.25075e+06
3.225	0.5275	7.75504e+06
3.225	0.5325	7.7379e+06
3.225	0.5375	7.85892e+06
3.225	0.5425	7.21997e+06
3.225	0.5475	7.1489e+06
3.225	0.5525	7.2088e+06
3.225	0.5575	6.61314e+06
3.225	0.5625	6.74088e+06
3.225	0.5675	6.55597e+06
3.225	0.5725	6.83838e+06
3.225	0.5775	5.82028e+06
3.225	0.5825	5.27784e+06
3.225	0.5875	5.25109e+06
3.225	0.5925	5.30025e+06
3.225	0.5975	5.54345e+06
3.225	0.6025	5.27386e+06
3.225	0.6075	4.73493e+06
3.225	0.6125	5.09814e+06
3.225	0.6175	4.96566e+06
3.225	0.6225	5.13365e+06
3.225	0.6275	4.92848e+06
3.225	0.6325	4.33694e+06
3.225	0.6375	4.01372e+06
3.225	0.6425	3.95005e+06
3.225	0.6475	3.90814e+06
3.225	0.6525	4.04793e+06
3.225	0.6575	3.98067e+06
3.225	0.6625	3.62786e+06
3.225	0.6675	3.58512e+06
3.225	0.6725	3.35601e+06
3.225	0.6775	3.04232e+06
3.225	0.6825	3.01629e+06
3.225	0.6875	3.10357e+06
3.225	0.6925	2.99757e+06
3.225	0.6975	2.79291e+06
3.225	0.7025	2.87027e+06
3.225	0.7075	2.76188e+06
3.225	0.7125	2.70164e+06
3.225	0.7175	2.67674e+06
3.225	0.7225	2.58017e+06
3.225	0.7275	2.3425e+06
3.225	0.7325	2.2129e+06
3.225	0.7375	2.02269e+06
3.225	0.7425	1.94972e+06
3.225	0.7475	2.07279e+06
3.225	0.7525	2.02921e+06
3.225	0.7575	1.89665e+06
3.225	0.7625	1.79648e+06
3.225	0.7675	1.87823e+06
3.225	0.7725	1.87286e+06
3.225	0.7775	1.7552e+06
3.225	0.7825	1.58033e+06
3.225	0.7875	1.62617e+06
3.225	0.7925	1.4986e+06
3.225	0.7975	1.36965e+06
3.225	0.8025	1.38244e+06
3.225	0.8075	1.25709e+06
3.225	0.8125	1.25876e+06
3.225	0.8175	1.24621e+06
3.225	0.8225	1.25276e+06
3.225	0.8275	1.17603e+06
3.225	0.8325	1.18161e+06
3.225	0.8375	1.17577e+06
3.225	0.8425	1.08828e+06
3.225	0.8475	997054
3.225	0.8525	1.154e+06
3.225	0.8575	1.13625e+06
3.225	0.8625	1.1819e+06
3.225	0.8675	1.02785e+06
3.225	0.8725	1.02053e+06
3.225	0.8775	848015
3.225	0.8825	793635
3.225	0.8875	770475
3.225	0.8925	840134
3.225	0.8975	774166
3.225	0.9025	742009
3.225	0.9075	712803
3.225	0.9125	720480
3.225	0.9175	742972
3.225	0.9225	664167
3.225	0.9275	668050
3.225	0.9325	728711
3.225	0.9375	695690
3.225	0.9425	759542
3.225	0.9475	674783
3.225	0.9525	646326
3.225	0.9575	698652
3.225	0.9625	617951
3.225	0.9675	538049
3.225	0.9725	486907
3.225	0.9775	521661
3.225	0.9825	519605
3.225	0.9875	544735
3.225	0.9925	515546
3.225	0.9975	483946
3.275	0.2425	13781.7
3.275	0.2475	90143.3
3.275	0.2525	6.33191e+06
3.275	0.2575	1.1929e+07
3.275	0.2625	1.80484e+07
3.275	0.2675	2.72417e+07
3.275	0.2725	2.81047e+07
3.275	0.2775	3.29654e+07
3.275	0.2825	3.38314e+07
3.275	0.2875	3.15097e+07
3.275	0.2925	3.1301e+07
3.275	0.2975	3.0323e+07
3.275	0.3025	2.99184e+07
3.275	0.3075	2.87409e+07
3.275	0.3125	2.78121e+07
3.275	0.3175	2.60267e+07
3.275	0.3225	2.63281e+07
3.275	0.3275	2.57575e+07
3.275	0.3325	2.44136e+07
3.275	0.3375	2.49057e+07
3.275	0.3425	2.35871e+07
3.275	0.3475	2.31712e+07
3.275	0.3525	2.25392e+07
3.275	0.3575	2.18013e+07
3.275	0.3625	2.03565e+07
3.275	0.3675	1.98567e+07
3.275	0.3725	2.02957e+07
3.275	0.3775	1.99191e+07
3.275	0.3825	1.9553e+07
3.275	0.3875	1.83808e+07
3.275	0.3925	1.80911e+07
3.275	0.3975	1.74628e+07
3.275	0.4025	1.65597e+07
3.275	0.4075	1.60783e+07
3.275	0.4125	1.57944e+07
3.275	0.4175	1.47207e+07
3.275	0.4225	1.57588e+07
3.275	0.4275	1.45712e+07
3.275	0.4325	1.45656e+07
3.275	0.4375	1.3712e+07
3.275	0.4425	1.31075e+07
3.275	0.4475	1.28803e+07
3.275	0.4525	1.26327e+07
3.275	0.4575	1.27392e+07
3.275	0.4625	1.23998e+07
3.275	0.4675	1.21163e+07
3.275	0.4725	1.19005e+07
3.275	0.4775	1.14419e+07
3.275	0.4825	1.0443e+07
3.275	0.4875	9.79784e+06
3.275	0.4925	9.45393e+06
3.275	0.4975	9.59042e+06
3.275	0.5025	9.17732e+06
3.275	0.5075	8.82938e+06
3.275	0.5125	8.50667e+06
3.275	0.5175	8.65972e+06
3.275	0.5225	8.35778e+06
3.275	0.5275	8.15324e+06
3.275	0.5325	7.84201e+06
3.275	0.5375	7.42494e+06
3.275	0.5425	7.28512e+06
3.275	0.5475	6.89293e+06
3.275	0.5525	6.32609e+06
3.275	0.5575	6.45982e+06
3.275	0.5625	6.30093e+06
3.275	0.5675	6.27792e+06
3.275	0.5725	6.16147e+06
3.275	0.5775	6.20821e+06
3.275	0.5825	6.28067e+06
3.275	0.5875	5.46529e+06
3.275	0.5925	5.01701e+06
3.275	0.5975	5.14601e+06
3.275	0.6025	5.54067e+06
3.275	0.6075	4.97658e+06
3.275	0.6125	4.49583e+06
3.275	0.6175	4.48926e+06
3.275	0.6225	4.43417e+06
3.275	0.6275	4.61383e+06
3.275	0.6325	4.58657e+06
3.275	0.6375	4.62561e+06
3.275	0.6425	4.00799e+06
3.275	0.6475	3.48246e+06
3.275	0.6525	3.52664e+06
3.275	0.6575	3.5219e+06
3.275	0.6625	3.71326e+06
3.275	0.6675	3.55596e+06
3.275	0.6725	3.44207e+06
3.275	0.6775	3.38878e+06
3.275	0.6825	3.13142e+06
3.275	0.6875	2.81179e+06
3.275	0.6925	2.74498e+06
3.275	0.6975	2.73704e+06
3.275	0.7025	2.71157e+06
3.275	0.7075	2.64348e+06
3.275	0.7125	2.49101e+06
3.275	0.7175	2.34063e+06
3.275	0.7225	2.36061e+06
3.275	0.7275	2.33817e+06
3.275	0.7325	2.32276e+06
3.275	0.7375	2.1913e+06
3.275	0.7425	2.11262e+06
3.275	0.7475	1.83409e+06
3.275	0.7525	1.88163e+06
3.275	0.7575	1.94328e+06
3.275	0.7625	1.7969e+06
3.275	0.7675	1.66447e+06
3.275	0.7725	1.69353e+06
3.275	0.7775	1.61368e+06
3.275	0.7825	1.75545e+06
3.275	0.7875	1.69261e+06
3.275	0.7925	1.47102e+06
3.275	0.7975	1.37696e+06
3.275	0.8025	1.40616e+06
3.275	0.8075	1.22777e+06
3.275	0.8125	1.35751e+06
3.275	0.8175	1.24719e+06
3.275	0.8225	1.23899e+06
3.275	0.8275	1.13197e+06
3.275	0.8325	1.11046e+06
3.275	0.8375	1.04598e+06
3.275	0.8425	1.02116e+06
3.275	0.8475	1.04876e+06
3.275	0.8525	1.07969e+06
3.275	0.8575	967322
3.275	0.8625	891716
3.275	0.8675	1.02648e+06
3.275	0.8725	965750
3.275	0.8775	967104
3.275	0.8825	860192
3.275	0.8875	837677
3.275	0.8925	753026
3.275	0.8975	712787
3.275	0.9025	770233
3.275	0.9075	703348
3.275	0.9125	727509
3.275	0.9175	637719
3.275	0.9225	675288
3.275	0.9275	664546
3.275	0.9325	573665
3.275	0.9375	608213
3.275	0.9425	589883
3.275	0.9475	581203
3.275	0.9525	640195
3.275	0.9575	620157
3.275	0.9625	583571
3.275	0.9675	607103
3.275	0.9725	563004
3.275	0.9775	541210
3.275	0.9825	474864
3.275	0.9875	425644
3.275	0.9925	442363
3.275	0.9975	464919
3.325	0.2525	91872.2
3.325	0.2575	3.55364e+06
3.325	0.2625	1.06021e+07
3.325	0.2675	1.3851e+07
3.325	0.2725	2.46437e+07
3.325	0.2775	2.63872e+07
3.325	0.2825	2.89506e+07
3.325	0.2875	3.1416e+07
3.325	0.2925	2.97993e+07
3.325	0.2975	2.99537e+07
3.325	0.3025	2.82587e+07
3.325	0.3075	2.85065e+07
3.325	0.3125	2.75216e+07
3.325	0.3175	2.69982e+07
3.325	0.3225	2.51155e+07
3.325	0.3275	2.45701e+07
3.325	0.3325	2.39948e+07
3.325	0.3375	2.24943e+07
3.325	0.3425	2.36709e+07
3.325	0.3475	2.22785e+07
3.325	0.3525	2.17622e+07
3.325	0.3575	2.1219e+07
3.325	0.3625	2.03515e+07
3.325	0.3675	1.96014e+07
3.325	0.3725	1.904e+07
3.325	0.3775	1.85132e+07
3.325	0.3825	1.83598e+07
3.325	0.3875	1.80609e+07
3.325	0.3925	1.74397e+07
3.325	0.3975	1.68805e+07
3.325	0.4025	1.63336e+07
3.325	0.4075	1.58504e+07
3.325	0.4125	1.51596e+07
3.325	0.4175	1.48336e+07
3.325	0.4225	1.46764e+07
3.325	0.4275	1.45487e+07
3.325	0.4325	1.39377e+07
3.325	0.4375	1.36285e+07
3.325	0.4425	1.30944e+07
3.325	0.4475	1.22361e+07
3.325	0.4525	1.20687e+07
3.325	0.4575	1.21e+07
3.325	0.4625	1.19088e+07
3.325	0.4675	1.17828e+07
3.325	0.4725	1.14047e+07
3.325	0.4775	1.10357e+07
3.325	0.4825	1.08938e+07
3.325	0.4875	9.9493e+06
3.325	0.4925	9.25433e+06
3.325	0.4975	9.09222e+06
3.325	0.5025	9.33058e+06
3.325	0.5075	9.23853e+06
3.325	0.5125	8.48744e+06
3.325	0.5175	7.73429e+06
3.325	0.5225	7.98489e+06
3.325	0.5275	7.99937e+06
3.325	0.5325	7.50317e+06
3.325	0.5375	7.50889e+06
3.325	0.5425	6.81162e+06
3.325	0.5475	6.68168e+06
3.325	0.5525	6.7513e+06
3.325	0.5575	6.46699e+06
3.325	0.5625	5.8726e+06
3.325	0.5675	5.93653e+06
3.325	0.5725	5.7538e+06
3.325	0.5775	5.62009e+06
3.325	0.5825	5.52857e+06
3.325	0.5875	5.75747e+06
3.325	0.5925	5.55144e+06
3.325	0.5975	5.06867e+06
3.325	0.6025	4.84856e+06
3.325	0.6075	4.84719e+06
3.325	0.6125	4.77866e+06
3.325	0.6175	4.56408e+06
3.325	0.6225	4.49764e+06
3.325	0.6275	4.32803e+06
3.325	0.6325	4.05912e+06
3.325	0.6375	4.05449e+06
3.325	0.6425	4.2799e+06
3.325	0.6475	3.80342e+06
3.325	0.6525	3.52332e+06
3.325	0.6575	3.3025e+06
3.325	0.6625	3.06612e+06
3.325	0.6675	3.11035e+06
3.325	0.6725	3.51274e+06
3.325	0.6775	3.2468e+06
3.325	0.6825	3.08242e+06
3.325	0.6875	3.05289e+06
3.325	0.6925	2.90095e+06
3.325	0.6975	2.49895e+06
3.325	0.7025	2.45154e+06
3.325	0.7075	2.46123e+06
3.325	0.7125	2.49835e+06
3.325	0.7175	2.19706e+06
3.325	0.7225	2.37585e+06
3.325	0.7275	2.16254e+06
3.325	0.7325	2.0316e+06
3.325	0.7375	2.12777e+06
3.325	0.7425	2.0231e+06
3.325	0.7475	1.91536e+06
3.325	0.7525	1.87989e+06
3.325	0.7575	1.71453e+06
3.325	0.7625	1.66811e+06
3.325	0.7675	1.69975e+06
3.325	0.7725	1.56943e+06
3.325	0.7775	1.52635e+06
3.325	0.7825	1.49851e+06
3.325	0.7875	1.52347e+06
3.325	0.7925	1.6351e+06
3.325	0.7975	1.48282e+06
3.325	0.8025	1.29877e+06
3.325	0.8075	1.28042e+06
3.325	0.8125	1.20308e+06
3.325	0.8175	1.28607e+06
3.325	0.8225	1.24653e+06
3.325	0.8275	1.24563e+06
3.325	0.8325	1.13242e+06
3.325	0.8375	1.06696e+06
3.325	0.8425	993227
3.325	0.8475	937155
3.325	0.8525	854945
3.325	0.8575	883792
3.325	0.8625	932025
3.325	0.8675	819471
3.325	0.8725	796084
3.325	0.8775	890270
3.325	0.8825	763212
3.325	0.8875	784734
3.325	0.8925	750985
3.325	0.8975	752282
3.325	0.9025	733138
3.325	0.9075	667954
3.325	0.9125	674993
3.325	0.9175	694237
3.325	0.9225	643172
3.325	0.9275	608388
3.325	0.9325	580275
3.325	0.9375	584224
3.325	0.9425	591237
3.325	0.9475	533248
3.325	0.9525	556285
3.325	0.9575	545053
3.325	0.9625	560637
3.325	0.9675	540035
3.325	0.9725	484503
3.325	0.9775	518797
3.325	0.9825	512678
3.325	0.9875	488658
3.325	0.9925	436724
3.325	0.9975	405535
3.375	0.2525	1782.18
3.375	0.2575	113855
3.375	0.2625	1.46462e+06
3.375	0.2675	8.90528e+06
3.375	0.2725	1.10153e+07
3.375	0.2775	1.95477e+07
3.375	0.2825	2.42908e+07
3.375	0.2875	2.5459e+07
3.375	0.2925	2.73696e+07
3.375	0.2975	2.82559e+07
3.375	0.3025	2.84739e+07
3.375	0.3075	2.80263e+07
3.375	0.3125	2.62428e+07
3.375	0.3175	2.56565e+07
3.375	0.3225	2.57853e+07
3.375	0.3275	2.46352e+07
3.375	0.3325	2.36717e+07
3.375	0.3375	2.33945e+07
3.375	0.3425	2.13539e+07
3.375	0.3475	2.2117e+07
3.375	0.3525	2.14863e+07
3.375	0.3575	2.06025e+07
3.375	0.3625	2.01192e+07
3.375	0.3675	1.95417e+07
3.375	0.3725	1.87925e+07
3.375	0.3775	1.76815e+07
3.375	0.3825	1.82032e+07
3.375	0.3875	1.69679e+07
3.375	0.3925	1.62875e+07
3.375	0.3975	1.60753e+07
3.375	0.4025	1.63068e+07
3.375	0.4075	1.53899e+07
3.375	0.4125	1.53716e+07
3.375	0.4175	1.42723e+07
3.375	0.4225	1.37311e+07
3.375	0.4275	1.3585e+07
3.375	0.4325	1.41212e+07
3.375	0.4375	1.34215e+07
3.375	0.4425	1.34416e+07
3.375	0.4475	1.29378e+07
3.375	0.4525	1.18936e+07
3.375	0.4575	1.16734e+07
3.375	0.4625	1.11673e+07
3.375	0.4675	1.09676e+07
3.375	0.4725	1.09122e+07
3.375	0.4775	1.07205e+07
3.375	0.4825	1.04902e+07
3.375	0.4875	1.00844e+07
3.375	0.4925	9.53153e+06
3.375	0.4975	9.1404e+06
3.375	0.5025	8.28171e+06
3.375	0.5075	8.51111e+06
3.375	0.5125	8.72068e+06
3.375	0.5175	8.60779e+06
3.375	0.5225	7.92476e+06
3.375	0.5275	7.53428e+06
3.375	0.5325	7.32018e+06
3.375	0.5375	7.82104e+06
3.375	0.5425	6.79765e+06
3.375	0.5475	6.83105e+06
3.375	0.5525	6.27695e+06
3.375	0.5575	5.71763e+06
3.375	0.5625	6.16154e+06
3.375	0.5675	5.51467e+06
3.375	0.5725	5.38486e+06
3.375	0.5775	5.52951e+06
3.375	0.5825	5.04331e+06
3.375	0.5875	5.22615e+06
3.375	0.5925	5.03886e+06
3.375	0.5975	4.92109e+06
3.375	0.6025	4.95982e+06
3.375	0.6075	4.36892e+06
3.375	0.6125	4.4769e+06
3.375	0.6175	4.57431e+06
3.375	0.6225	4.37801e+06
3.375	0.6275	4.2251e+06
3.375	0.6325	4.01162e+06
3.375	0.6375	3.89182e+06
3.375	0.6425	3.6291e+06
3.375	0.6475	3.70485e+06
3.375	0.6525	3.46149e+06
3.375	0.6575	3.47718e+06
3.375	0.6625	3.4097e+06
3.375	0.6675	3.22136e+06
3.375	0.6725	3.08466e+06
3.375	0.6775	3.09965e+06
3.375	0.6825	3.09682e+06
3.375	0.6875	2.89075e+06
3.375	0.6925	2.65827e+06
3.375	0.6975	2.62603e+06
3.375	0.7025	2.57983e+06
3.375	0.7075	2.43201e+06
3.375	0.7125	2.21073e+06
3.375	0.7175	2.12945e+06
3.375	0.7225	2.16569e+06
3.375	0.7275	2.19163e+06
3.375	0.7325	1.9938e+06
3.375	0.7375	1.8964e+06
3.375	0.7425	1.8866e+06
3.375	0.7475	1.85229e+06
3.375	0.7525	1.83538e+06
3.375	0.7575	1.79073e+06
3.375	0.7625	1.57517e+06
3.375	0.7675	1.47415e+06
3.375	0.7725	1.47998e+06
3.375	0.7775	1.49535e+06
3.375	0.7825	1.50189e+06
3.375	0.7875	1.40566e+06
3.375	0.7925	1.3969e+06
3.375	0.7975	1.31459e+06
3.375	0.8025	1.39367e+06
3.375	0.8075	1.43117e+06
3.375	0.8125	1.25241e+06
3.375	0.8175	1.08448e+06
3.375	0.8225	1.10843e+06
3.375	0.8275	1.06031e+06
3.375	0.8325	1.12881e+06
3.375	0.8375	1.11342e+06
3.375	0.8425	1.02081e+06
3.375	0.8475	955041
3.375	0.8525	930694
3.375	0.8575	832080
3.375	0.8625	850551
3.375	0.8675	802522
3.375	0.8725	816809
3.375	0.8775	769650
3.375	0.8825	666238
3.375	0.8875	715021
3.375	0.8925	673187
3.375	0.8975	637621
3.375	0.9025	698689
3.375	0.9075	689403
3.375	0.9125	694963
3.375	0.9175	670662
3.375	0.9225	602770
3.375	0.9275	590922
3.375	0.9325	649805
3.375	0.9375	595763
3.375	0.9425	496181
3.375	0.9475	503050
3.375	0.9525	485072
3.375	0.9575	494475
3.375	0.9625	459768
3.375	0.9675	476560
3.375	0.9725	406286
3.375	0.9775	451526
3.375	0.9825	437538
3.375	0.9875	496477
3.375	0.9925	437674
3.375	0.9975	447916
3.425	0.2575	9118.4
3.425	0.2625	66855.8
3.425	0.2675	477722
3.425	0.2725	6.06461e+06
3.425	0.2775	1.02144e+07
3.425	0.2825	1.39531e+07
3.425	0.2875	2.19861e+07
3.425	0.2925	2.27718e+07
3.425	0.2975	2.37258e+07
3.425	0.3025	2.64755e+07
