Q2_center	xbj_center       N_total	
4.525	0.6425	1.95548e+06
4.525	0.6475	1.95101e+06
4.525	0.6525	1.86961e+06
4.525	0.6575	1.8239e+06
4.525	0.6625	1.79129e+06
4.525	0.6675	1.69185e+06
4.525	0.6725	1.62322e+06
4.525	0.6775	1.5731e+06
4.525	0.6825	1.55327e+06
4.525	0.6875	1.43455e+06
4.525	0.6925	1.34297e+06
4.525	0.6975	1.26933e+06
4.525	0.7025	1.26464e+06
4.525	0.7075	1.38519e+06
4.525	0.7125	1.23799e+06
4.525	0.7175	1.13667e+06
4.525	0.7225	1.08906e+06
4.525	0.7275	1.06255e+06
4.525	0.7325	1.04797e+06
4.525	0.7375	941982
4.525	0.7425	940208
4.525	0.7475	893495
4.525	0.7525	918621
4.525	0.7575	895767
4.525	0.7625	795123
4.525	0.7675	840982
4.525	0.7725	785977
4.525	0.7775	776592
4.525	0.7825	768684
4.525	0.7875	735342
4.525	0.7925	679881
4.525	0.7975	617566
4.525	0.8025	592881
4.525	0.8075	543844
4.525	0.8125	557707
4.525	0.8175	508976
4.525	0.8225	489659
4.525	0.8275	506333
4.525	0.8325	475901
4.525	0.8375	466833
4.525	0.8425	427913
4.525	0.8475	423347
4.525	0.8525	420399
4.525	0.8575	440131
4.525	0.8625	360758
4.525	0.8675	332356
4.525	0.8725	323708
4.525	0.8775	336946
4.525	0.8825	318131
4.525	0.8875	320315
4.525	0.8925	314849
4.525	0.8975	283960
4.525	0.9025	269215
4.525	0.9075	250574
4.525	0.9125	246884
4.525	0.9175	256154
4.525	0.9225	236864
4.525	0.9275	230682
4.525	0.9325	223188
4.525	0.9375	207921
4.525	0.9425	201219
4.525	0.9475	195477
4.525	0.9525	193332
4.525	0.9575	180596
4.525	0.9625	183537
4.525	0.9675	167888
4.525	0.9725	166424
4.525	0.9775	160731
4.525	0.9825	152959
4.525	0.9875	143274
4.525	0.9925	145405
4.525	0.9975	150745
4.575	0.4575	252365
4.575	0.4625	882457
4.575	0.4675	1.68246e+06
4.575	0.4725	1.46478e+06
4.575	0.4775	1.41227e+06
4.575	0.4825	1.27333e+06
4.575	0.4875	1.37117e+06
4.575	0.4925	1.57096e+06
4.575	0.4975	2.30016e+06
4.575	0.5025	3.32859e+06
4.575	0.5075	3.81179e+06
4.575	0.5125	3.67841e+06
4.575	0.5175	3.51806e+06
4.575	0.5225	3.40566e+06
4.575	0.5275	3.23246e+06
4.575	0.5325	3.10203e+06
4.575	0.5375	3.28218e+06
4.575	0.5425	3.13497e+06
4.575	0.5475	3.52424e+06
4.575	0.5525	3.45931e+06
4.575	0.5575	3.31274e+06
4.575	0.5625	3.30611e+06
4.575	0.5675	3.1815e+06
4.575	0.5725	3.07595e+06
4.575	0.5775	2.94168e+06
4.575	0.5825	3.02555e+06
4.575	0.5875	2.71889e+06
4.575	0.5925	2.56969e+06
4.575	0.5975	2.57124e+06
4.575	0.6025	2.49079e+06
4.575	0.6075	2.53429e+06
4.575	0.6125	2.47212e+06
4.575	0.6175	2.30522e+06
4.575	0.6225	2.16957e+06
4.575	0.6275	2.08555e+06
4.575	0.6325	2.11957e+06
4.575	0.6375	2.10888e+06
4.575	0.6425	2.01979e+06
4.575	0.6475	1.88774e+06
4.575	0.6525	1.72518e+06
4.575	0.6575	1.75276e+06
4.575	0.6625	1.62861e+06
4.575	0.6675	1.62623e+06
4.575	0.6725	1.59377e+06
4.575	0.6775	1.57175e+06
4.575	0.6825	1.53693e+06
4.575	0.6875	1.40108e+06
4.575	0.6925	1.29908e+06
4.575	0.6975	1.27038e+06
4.575	0.7025	1.20064e+06
4.575	0.7075	1.2371e+06
4.575	0.7125	1.2172e+06
4.575	0.7175	1.24976e+06
4.575	0.7225	1.09254e+06
4.575	0.7275	985023
4.575	0.7325	981768
4.575	0.7375	941133
4.575	0.7425	888579
4.575	0.7475	867133
4.575	0.7525	842958
4.575	0.7575	845988
4.575	0.7625	816605
4.575	0.7675	750006
4.575	0.7725	746011
4.575	0.7775	743575
4.575	0.7825	723376
4.575	0.7875	686045
4.575	0.7925	681426
4.575	0.7975	639159
4.575	0.8025	576214
4.575	0.8075	537496
4.575	0.8125	515141
4.575	0.8175	521374
4.575	0.8225	561020
4.575	0.8275	481656
4.575	0.8325	479924
4.575	0.8375	449571
4.575	0.8425	427193
4.575	0.8475	440368
4.575	0.8525	383937
4.575	0.8575	372085
4.575	0.8625	371905
4.575	0.8675	377221
4.575	0.8725	315927
4.575	0.8775	293146
4.575	0.8825	321748
4.575	0.8875	299907
4.575	0.8925	300547
4.575	0.8975	275625
4.575	0.9025	277494
4.575	0.9075	257702
4.575	0.9125	243146
4.575	0.9175	233655
4.575	0.9225	234080
4.575	0.9275	225299
4.575	0.9325	224186
4.575	0.9375	221347
4.575	0.9425	188481
4.575	0.9475	171259
4.575	0.9525	180019
4.575	0.9575	171466
4.575	0.9625	173689
4.575	0.9675	166367
4.575	0.9725	147736
4.575	0.9775	152052
4.575	0.9825	137368
4.575	0.9875	144389
4.575	0.9925	151351
4.575	0.9975	126827
4.625	0.4675	148865
4.625	0.4725	942597
4.625	0.4775	1.26194e+06
4.625	0.4825	1.30507e+06
4.625	0.4875	1.21115e+06
4.625	0.4925	1.26733e+06
4.625	0.4975	1.28069e+06
4.625	0.5025	1.28406e+06
4.625	0.5075	2.01684e+06
4.625	0.5125	2.95199e+06
4.625	0.5175	3.4221e+06
4.625	0.5225	3.37918e+06
4.625	0.5275	3.15497e+06
4.625	0.5325	3.04958e+06
4.625	0.5375	3.03509e+06
4.625	0.5425	2.94863e+06
4.625	0.5475	2.88609e+06
4.625	0.5525	2.6664e+06
4.625	0.5575	2.7128e+06
4.625	0.5625	2.82912e+06
4.625	0.5675	3.05364e+06
4.625	0.5725	3.15213e+06
4.625	0.5775	2.87243e+06
4.625	0.5825	2.85587e+06
4.625	0.5875	2.75581e+06
4.625	0.5925	2.61512e+06
4.625	0.5975	2.48015e+06
4.625	0.6025	2.30665e+06
4.625	0.6075	2.40302e+06
4.625	0.6125	2.38116e+06
4.625	0.6175	2.31762e+06
4.625	0.6225	2.19537e+06
4.625	0.6275	2.05189e+06
4.625	0.6325	1.96648e+06
4.625	0.6375	2.06649e+06
4.625	0.6425	1.90814e+06
4.625	0.6475	1.89565e+06
4.625	0.6525	1.78938e+06
4.625	0.6575	1.69908e+06
4.625	0.6625	1.65701e+06
4.625	0.6675	1.6368e+06
4.625	0.6725	1.5266e+06
4.625	0.6775	1.52954e+06
4.625	0.6825	1.49332e+06
4.625	0.6875	1.46563e+06
4.625	0.6925	1.39464e+06
4.625	0.6975	1.21843e+06
4.625	0.7025	1.14276e+06
4.625	0.7075	1.11367e+06
4.625	0.7125	1.16431e+06
4.625	0.7175	1.0698e+06
4.625	0.7225	1.08764e+06
4.625	0.7275	1.05091e+06
4.625	0.7325	972494
4.625	0.7375	884927
4.625	0.7425	879467
4.625	0.7475	843639
4.625	0.7525	825694
4.625	0.7575	753464
4.625	0.7625	759076
4.625	0.7675	741192
4.625	0.7725	718851
4.625	0.7775	664169
4.625	0.7825	663962
4.625	0.7875	615467
4.625	0.7925	639464
4.625	0.7975	606209
4.625	0.8025	634642
4.625	0.8075	537482
4.625	0.8125	525527
4.625	0.8175	483035
4.625	0.8225	474881
4.625	0.8275	464869
4.625	0.8325	466262
4.625	0.8375	453352
4.625	0.8425	422905
4.625	0.8475	398941
4.625	0.8525	385695
4.625	0.8575	398568
4.625	0.8625	326059
4.625	0.8675	328462
4.625	0.8725	338048
4.625	0.8775	309575
4.625	0.8825	292964
4.625	0.8875	270985
4.625	0.8925	276277
4.625	0.8975	250744
4.625	0.9025	264619
4.625	0.9075	252773
4.625	0.9125	248571
4.625	0.9175	238161
4.625	0.9225	225964
4.625	0.9275	201855
4.625	0.9325	189053
4.625	0.9375	196392
4.625	0.9425	189769
4.625	0.9475	187228
4.625	0.9525	171661
4.625	0.9575	161653
4.625	0.9625	160899
4.625	0.9675	146114
4.625	0.9725	151156
4.625	0.9775	151718
4.625	0.9825	136800
4.625	0.9875	128732
4.625	0.9925	125580
4.625	0.9975	128095
4.675	0.4775	76903.6
4.675	0.4825	556288
4.675	0.4875	1.11053e+06
4.675	0.4925	1.18066e+06
4.675	0.4975	1.19608e+06
4.675	0.5025	1.18214e+06
4.675	0.5075	1.17036e+06
4.675	0.5125	1.25337e+06
4.675	0.5175	1.3302e+06
4.675	0.5225	1.95669e+06
4.675	0.5275	2.73554e+06
4.675	0.5325	3.04779e+06
4.675	0.5375	2.91849e+06
4.675	0.5425	2.78814e+06
4.675	0.5475	2.81606e+06
4.675	0.5525	2.66023e+06
4.675	0.5575	2.52993e+06
4.675	0.5625	2.39314e+06
4.675	0.5675	2.29434e+06
4.675	0.5725	2.41618e+06
4.675	0.5775	2.61877e+06
4.675	0.5825	2.56443e+06
4.675	0.5875	2.73402e+06
4.675	0.5925	2.58889e+06
4.675	0.5975	2.54926e+06
4.675	0.6025	2.31842e+06
4.675	0.6075	2.26732e+06
4.675	0.6125	2.20586e+06
4.675	0.6175	2.2934e+06
4.675	0.6225	2.25804e+06
4.675	0.6275	2.08094e+06
4.675	0.6325	1.9399e+06
4.675	0.6375	1.92439e+06
4.675	0.6425	1.88763e+06
4.675	0.6475	1.74118e+06
4.675	0.6525	1.73818e+06
4.675	0.6575	1.68232e+06
4.675	0.6625	1.57399e+06
4.675	0.6675	1.49601e+06
4.675	0.6725	1.49143e+06
4.675	0.6775	1.46167e+06
4.675	0.6825	1.40689e+06
4.675	0.6875	1.34896e+06
4.675	0.6925	1.32352e+06
4.675	0.6975	1.30963e+06
4.675	0.7025	1.21475e+06
4.675	0.7075	1.09872e+06
4.675	0.7125	1.05501e+06
4.675	0.7175	1.06392e+06
4.675	0.7225	1.0372e+06
4.675	0.7275	973751
4.675	0.7325	1.00965e+06
4.675	0.7375	1.00042e+06
4.675	0.7425	899346
4.675	0.7475	820820
4.675	0.7525	810563
4.675	0.7575	773818
4.675	0.7625	755069
4.675	0.7675	706393
4.675	0.7725	680091
4.675	0.7775	673857
4.675	0.7825	641025
4.675	0.7875	629629
4.675	0.7925	609281
4.675	0.7975	576758
4.675	0.8025	555462
4.675	0.8075	578419
4.675	0.8125	533278
4.675	0.8175	489279
4.675	0.8225	460070
4.675	0.8275	449500
4.675	0.8325	427103
4.675	0.8375	422409
4.675	0.8425	408795
4.675	0.8475	404944
4.675	0.8525	380371
4.675	0.8575	370525
4.675	0.8625	362821
4.675	0.8675	323782
4.675	0.8725	290107
4.675	0.8775	297510
4.675	0.8825	283341
4.675	0.8875	310994
4.675	0.8925	284516
4.675	0.8975	279284
4.675	0.9025	260178
4.675	0.9075	241286
4.675	0.9125	246756
4.675	0.9175	238236
4.675	0.9225	223862
4.675	0.9275	201897
4.675	0.9325	198568
4.675	0.9375	169833
4.675	0.9425	175199
4.675	0.9475	172925
4.675	0.9525	178804
4.675	0.9575	174543
4.675	0.9625	164658
4.675	0.9675	150786
4.675	0.9725	128378
4.675	0.9775	129711
4.675	0.9825	135247
4.675	0.9875	143924
4.675	0.9925	131831
4.675	0.9975	124946
4.725	0.4875	15665.6
4.725	0.4925	461442
4.725	0.4975	828857
4.725	0.5025	1.13194e+06
4.725	0.5075	1.13489e+06
4.725	0.5125	1.10327e+06
4.725	0.5175	1.17527e+06
4.725	0.5225	1.05069e+06
4.725	0.5275	855438
4.725	0.5325	1.38393e+06
4.725	0.5375	2.11011e+06
4.725	0.5425	2.67508e+06
4.725	0.5475	2.67904e+06
4.725	0.5525	2.62842e+06
4.725	0.5575	2.52848e+06
4.725	0.5625	2.41946e+06
4.725	0.5675	2.2982e+06
4.725	0.5725	2.2153e+06
4.725	0.5775	2.04927e+06
4.725	0.5825	2.12357e+06
4.725	0.5875	2.18224e+06
4.725	0.5925	2.28571e+06
4.725	0.5975	2.34903e+06
4.725	0.6025	2.42085e+06
4.725	0.6075	2.18332e+06
4.725	0.6125	2.07419e+06
4.725	0.6175	2.04186e+06
4.725	0.6225	2.11415e+06
4.725	0.6275	2.05776e+06
4.725	0.6325	2.0214e+06
4.725	0.6375	1.80673e+06
4.725	0.6425	1.79597e+06
4.725	0.6475	1.8051e+06
4.725	0.6525	1.64222e+06
4.725	0.6575	1.54488e+06
4.725	0.6625	1.51836e+06
4.725	0.6675	1.47197e+06
4.725	0.6725	1.40894e+06
4.725	0.6775	1.37203e+06
4.725	0.6825	1.37263e+06
4.725	0.6875	1.28101e+06
4.725	0.6925	1.26384e+06
4.725	0.6975	1.24385e+06
4.725	0.7025	1.19919e+06
4.725	0.7075	1.16683e+06
4.725	0.7125	1.04739e+06
4.725	0.7175	987367
4.725	0.7225	916440
4.725	0.7275	928529
4.725	0.7325	964607
4.725	0.7375	937498
4.725	0.7425	907594
4.725	0.7475	816421
4.725	0.7525	763820
4.725	0.7575	796215
4.725	0.7625	732901
4.725	0.7675	709936
4.725	0.7725	675647
4.725	0.7775	624796
4.725	0.7825	632223
4.725	0.7875	630910
4.725	0.7925	575582
4.725	0.7975	556312
4.725	0.8025	549742
4.725	0.8075	511969
4.725	0.8125	508442
4.725	0.8175	503163
4.725	0.8225	473915
4.725	0.8275	423694
4.725	0.8325	410056
4.725	0.8375	366795
4.725	0.8425	380871
4.725	0.8475	376058
4.725	0.8525	364312
4.725	0.8575	346146
4.725	0.8625	346033
4.725	0.8675	328514
4.725	0.8725	336109
4.725	0.8775	306343
4.725	0.8825	268470
4.725	0.8875	245543
4.725	0.8925	248483
4.725	0.8975	272209
4.725	0.9025	248946
4.725	0.9075	244219
4.725	0.9125	226745
4.725	0.9175	212567
4.725	0.9225	200165
4.725	0.9275	204630
4.725	0.9325	178608
4.725	0.9375	188732
4.725	0.9425	178973
4.725	0.9475	155257
4.725	0.9525	168715
4.725	0.9575	157945
4.725	0.9625	142197
4.725	0.9675	151542
4.725	0.9725	140376
4.725	0.9775	120754
4.725	0.9825	134087
4.725	0.9875	123757
4.725	0.9925	122136
4.725	0.9975	120242
4.775	0.4975	385.876
4.775	0.5025	212221
4.775	0.5075	761204
4.775	0.5125	1.05056e+06
4.775	0.5175	1.05264e+06
4.775	0.5225	1.13101e+06
4.775	0.5275	1.03035e+06
4.775	0.5325	808285
4.775	0.5375	833310
4.775	0.5425	1.07495e+06
4.775	0.5475	1.60756e+06
4.775	0.5525	2.06176e+06
4.775	0.5575	2.3609e+06
4.775	0.5625	2.47075e+06
4.775	0.5675	2.23971e+06
4.775	0.5725	2.14025e+06
4.775	0.5775	2.10234e+06
4.775	0.5825	1.89723e+06
4.775	0.5875	1.87572e+06
4.775	0.5925	1.93654e+06
4.775	0.5975	1.76428e+06
4.775	0.6025	1.82919e+06
4.775	0.6075	2.02199e+06
4.775	0.6125	2.04751e+06
4.775	0.6175	1.96809e+06
4.775	0.6225	1.94645e+06
4.775	0.6275	1.92137e+06
4.775	0.6325	1.95156e+06
4.775	0.6375	1.92448e+06
4.775	0.6425	1.82121e+06
4.775	0.6475	1.68362e+06
4.775	0.6525	1.62095e+06
4.775	0.6575	1.58784e+06
4.775	0.6625	1.4099e+06
4.775	0.6675	1.41472e+06
4.775	0.6725	1.36849e+06
4.775	0.6775	1.35678e+06
4.775	0.6825	1.32173e+06
4.775	0.6875	1.29282e+06
4.775	0.6925	1.22964e+06
4.775	0.6975	1.17718e+06
4.775	0.7025	1.18882e+06
4.775	0.7075	1.13866e+06
4.775	0.7125	1.10834e+06
4.775	0.7175	1.04618e+06
4.775	0.7225	913895
4.775	0.7275	888655
4.775	0.7325	857536
4.775	0.7375	828507
4.775	0.7425	816405
4.775	0.7475	862079
4.775	0.7525	843434
4.775	0.7575	730200
4.775	0.7625	691319
4.775	0.7675	691852
4.775	0.7725	639054
4.775	0.7775	644204
4.775	0.7825	616569
4.775	0.7875	589324
4.775	0.7925	608608
4.775	0.7975	573213
4.775	0.8025	506833
4.775	0.8075	491272
4.775	0.8125	493144
4.775	0.8175	478155
4.775	0.8225	448063
4.775	0.8275	467431
4.775	0.8325	431412
4.775	0.8375	390308
4.775	0.8425	373374
4.775	0.8475	337561
4.775	0.8525	340784
4.775	0.8575	351695
4.775	0.8625	345430
4.775	0.8675	314905
4.775	0.8725	301153
4.775	0.8775	283975
4.775	0.8825	279717
4.775	0.8875	272253
4.775	0.8925	239132
4.775	0.8975	229830
4.775	0.9025	248485
4.775	0.9075	241801
4.775	0.9125	232260
4.775	0.9175	221308
4.775	0.9225	206205
4.775	0.9275	204536
4.775	0.9325	181471
4.775	0.9375	178856
4.775	0.9425	169537
4.775	0.9475	167544
4.775	0.9525	154472
4.775	0.9575	154061
4.775	0.9625	142013
4.775	0.9675	126091
4.775	0.9725	128334
4.775	0.9775	119939
4.775	0.9825	115201
4.775	0.9875	118931
4.775	0.9925	113313
4.775	0.9975	112455
4.825	0.5125	107662
4.825	0.5175	523458
4.825	0.5225	900019
4.825	0.5275	1.08776e+06
4.825	0.5325	1.00246e+06
4.825	0.5375	768416
4.825	0.5425	774604
4.825	0.5475	905126
4.825	0.5525	979301
4.825	0.5575	968753
4.825	0.5625	1.39818e+06
4.825	0.5675	1.96699e+06
4.825	0.5725	2.13161e+06
4.825	0.5775	2.04442e+06
4.825	0.5825	2.00204e+06
4.825	0.5875	1.80717e+06
4.825	0.5925	1.80867e+06
4.825	0.5975	1.7745e+06
4.825	0.6025	1.69426e+06
4.825	0.6075	1.60382e+06
4.825	0.6125	1.56963e+06
4.825	0.6175	1.59825e+06
4.825	0.6225	1.64197e+06
4.825	0.6275	1.6718e+06
4.825	0.6325	1.70648e+06
4.825	0.6375	1.81933e+06
4.825	0.6425	1.8386e+06
4.825	0.6475	1.71064e+06
4.825	0.6525	1.54403e+06
4.825	0.6575	1.52245e+06
4.825	0.6625	1.48562e+06
4.825	0.6675	1.38365e+06
4.825	0.6725	1.27787e+06
4.825	0.6775	1.28014e+06
4.825	0.6825	1.27244e+06
4.825	0.6875	1.25569e+06
4.825	0.6925	1.22134e+06
4.825	0.6975	1.28268e+06
4.825	0.7025	1.1669e+06
4.825	0.7075	1.08537e+06
4.825	0.7125	1.01819e+06
4.825	0.7175	1.05055e+06
4.825	0.7225	992978
4.825	0.7275	877821
4.825	0.7325	810975
4.825	0.7375	789028
4.825	0.7425	821981
4.825	0.7475	779317
4.825	0.7525	798694
4.825	0.7575	773364
4.825	0.7625	708043
4.825	0.7675	662228
4.825	0.7725	645131
4.825	0.7775	652501
4.825	0.7825	580291
4.825	0.7875	593301
4.825	0.7925	535664
4.825	0.7975	541259
4.825	0.8025	551389
4.825	0.8075	500088
4.825	0.8125	443134
4.825	0.8175	441256
4.825	0.8225	430274
4.825	0.8275	392484
4.825	0.8325	418932
4.825	0.8375	409457
4.825	0.8425	356298
4.825	0.8475	332807
4.825	0.8525	332805
4.825	0.8575	312204
4.825	0.8625	308355
4.825	0.8675	304409
4.825	0.8725	295720
4.825	0.8775	274057
4.825	0.8825	271346
4.825	0.8875	264160
4.825	0.8925	245722
4.825	0.8975	232581
4.825	0.9025	221746
4.825	0.9075	206725
4.825	0.9125	211955
4.825	0.9175	214754
4.825	0.9225	200378
4.825	0.9275	189851
4.825	0.9325	173905
4.825	0.9375	169186
4.825	0.9425	167115
4.825	0.9475	159347
4.825	0.9525	146079
4.825	0.9575	145406
4.825	0.9625	142418
4.825	0.9675	126700
4.825	0.9725	129834
4.825	0.9775	117866
4.825	0.9825	110658
4.825	0.9875	112588
4.825	0.9925	110030
4.825	0.9975	106890
4.875	0.5225	21361.5
4.875	0.5275	309103
4.875	0.5325	788786
4.875	0.5375	944333
4.875	0.5425	765202
4.875	0.5475	729713
4.875	0.5525	854411
4.875	0.5575	930186
4.875	0.5625	800298
4.875	0.5675	652021
4.875	0.5725	705103
4.875	0.5775	1.32057e+06
4.875	0.5825	1.68431e+06
4.875	0.5875	1.98072e+06
4.875	0.5925	1.75712e+06
4.875	0.5975	1.6981e+06
4.875	0.6025	1.667e+06
4.875	0.6075	1.58825e+06
4.875	0.6125	1.51977e+06
4.875	0.6175	1.55713e+06
4.875	0.6225	1.52646e+06
4.875	0.6275	1.39638e+06
4.875	0.6325	1.38387e+06
4.875	0.6375	1.35576e+06
4.875	0.6425	1.48076e+06
4.875	0.6475	1.62502e+06
4.875	0.6525	1.61868e+06
4.875	0.6575	1.46599e+06
4.875	0.6625	1.42542e+06
4.875	0.6675	1.38515e+06
4.875	0.6725	1.28497e+06
4.875	0.6775	1.23626e+06
4.875	0.6825	1.21673e+06
4.875	0.6875	1.20866e+06
4.875	0.6925	1.1532e+06
4.875	0.6975	1.14118e+06
4.875	0.7025	1.14566e+06
4.875	0.7075	1.16874e+06
4.875	0.7125	982397
4.875	0.7175	947157
4.875	0.7225	917179
4.875	0.7275	864380
4.875	0.7325	850115
4.875	0.7375	786463
4.875	0.7425	764304
4.875	0.7475	707298
4.875	0.7525	737136
4.875	0.7575	702197
4.875	0.7625	717272
4.875	0.7675	700057
4.875	0.7725	605581
4.875	0.7775	597006
4.875	0.7825	575699
4.875	0.7875	558895
4.875	0.7925	559609
4.875	0.7975	517483
4.875	0.8025	475909
4.875	0.8075	487389
4.875	0.8125	488101
4.875	0.8175	426543
4.875	0.8225	408298
4.875	0.8275	398828
4.875	0.8325	383493
4.875	0.8375	356859
4.875	0.8425	385563
4.875	0.8475	347126
4.875	0.8525	312254
4.875	0.8575	310621
4.875	0.8625	302625
4.875	0.8675	295672
4.875	0.8725	265953
4.875	0.8775	286439
4.875	0.8825	255478
4.875	0.8875	254909
4.875	0.8925	241764
4.875	0.8975	223430
4.875	0.9025	229401
4.875	0.9075	207377
4.875	0.9125	184233
4.875	0.9175	183046
4.875	0.9225	182431
4.875	0.9275	189410
4.875	0.9325	172431
4.875	0.9375	164570
4.875	0.9425	152048
4.875	0.9475	154605
4.875	0.9525	148660
4.875	0.9575	138254
4.875	0.9625	130992
4.875	0.9675	136403
4.875	0.9725	124120
4.875	0.9775	117606
4.875	0.9825	114385
4.875	0.9875	103922
4.875	0.9925	97236.1
4.875	0.9975	98691.5
4.925	0.5375	178760
4.925	0.5425	486491
4.925	0.5475	655741
4.925	0.5525	667961
4.925	0.5575	752566
4.925	0.5625	889105
4.925	0.5675	768829
4.925	0.5725	646144
4.925	0.5775	482544
4.925	0.5825	589829
4.925	0.5875	786208
4.925	0.5925	1.1947e+06
4.925	0.5975	1.45679e+06
4.925	0.6025	1.56289e+06
4.925	0.6075	1.54865e+06
4.925	0.6125	1.55905e+06
4.925	0.6175	1.40996e+06
4.925	0.6225	1.42572e+06
4.925	0.6275	1.41544e+06
4.925	0.6325	1.29071e+06
4.925	0.6375	1.2731e+06
4.925	0.6425	1.24527e+06
4.925	0.6475	1.19994e+06
4.925	0.6525	1.217e+06
4.925	0.6575	1.19711e+06
4.925	0.6625	1.34981e+06
4.925	0.6675	1.29034e+06
4.925	0.6725	1.31783e+06
4.925	0.6775	1.2767e+06
4.925	0.6825	1.15366e+06
4.925	0.6875	1.12719e+06
4.925	0.6925	1.1044e+06
4.925	0.6975	1.10964e+06
4.925	0.7025	1.09672e+06
4.925	0.7075	1.04234e+06
4.925	0.7125	1.11458e+06
4.925	0.7175	959778
4.925	0.7225	859112
4.925	0.7275	841953
4.925	0.7325	845713
4.925	0.7375	821575
4.925	0.7425	819779
4.925	0.7475	730983
4.925	0.7525	689191
4.925	0.7575	694462
4.925	0.7625	648724
4.925	0.7675	674749
4.925	0.7725	615536
4.925	0.7775	622705
4.925	0.7825	562752
4.925	0.7875	531796
4.925	0.7925	537719
4.925	0.7975	499667
4.925	0.8025	471718
4.925	0.8075	448376
4.925	0.8125	434130
4.925	0.8175	454319
4.925	0.8225	426245
4.925	0.8275	373037
4.925	0.8325	344233
4.925	0.8375	362566
4.925	0.8425	337586
4.925	0.8475	337515
4.925	0.8525	321896
4.925	0.8575	304961
4.925	0.8625	291883
4.925	0.8675	283387
4.925	0.8725	282573
4.925	0.8775	253315
4.925	0.8825	243551
4.925	0.8875	260521
4.925	0.8925	235426
4.925	0.8975	217229
4.925	0.9025	211179
4.925	0.9075	216463
4.925	0.9125	203929
4.925	0.9175	175412
4.925	0.9225	170778
4.925	0.9275	162395
4.925	0.9325	178874
4.925	0.9375	160606
4.925	0.9425	155744
4.925	0.9475	147581
4.925	0.9525	140985
4.925	0.9575	142871
4.925	0.9625	126935
4.925	0.9675	121603
4.925	0.9725	121124
4.925	0.9775	113115
4.925	0.9825	113256
4.925	0.9875	103987
4.925	0.9925	98694.5
4.925	0.9975	95312.9
4.975	0.5475	16409
4.975	0.5525	222175
4.975	0.5575	492858
4.975	0.5625	681773
4.975	0.5675	824440
4.975	0.5725	748785
4.975	0.5775	629721
4.975	0.5825	469825
4.975	0.5875	526779
4.975	0.5925	579514
4.975	0.5975	514035
4.975	0.6025	705099
4.975	0.6075	965230
4.975	0.6125	1.29128e+06
4.975	0.6175	1.47723e+06
4.975	0.6225	1.32761e+06
4.975	0.6275	1.31622e+06
4.975	0.6325	1.27883e+06
4.975	0.6375	1.24543e+06
4.975	0.6425	1.17591e+06
4.975	0.6475	1.14442e+06
4.975	0.6525	1.13728e+06
4.975	0.6575	1.09105e+06
4.975	0.6625	1.01074e+06
4.975	0.6675	1.00524e+06
4.975	0.6725	979699
4.975	0.6775	1.02017e+06
4.975	0.6825	1.04952e+06
4.975	0.6875	1.11191e+06
4.975	0.6925	1.02888e+06
4.975	0.6975	1.02834e+06
4.975	0.7025	1.04556e+06
4.975	0.7075	1.00301e+06
4.975	0.7125	946306
4.975	0.7175	988512
4.975	0.7225	943001
4.975	0.7275	852115
4.975	0.7325	795704
4.975	0.7375	777062
4.975	0.7425	737986
4.975	0.7475	724282
4.975	0.7525	710058
4.975	0.7575	665662
4.975	0.7625	646070
4.975	0.7675	613148
4.975	0.7725	568338
4.975	0.7775	571143
4.975	0.7825	596216
4.975	0.7875	528546
4.975	0.7925	463466
4.975	0.7975	474056
4.975	0.8025	459023
4.975	0.8075	435715
4.975	0.8125	419829
4.975	0.8175	386153
4.975	0.8225	407989
4.975	0.8275	424195
4.975	0.8325	360913
4.975	0.8375	331732
4.975	0.8425	334170
4.975	0.8475	313514
4.975	0.8525	288661
4.975	0.8575	302889
4.975	0.8625	308300
4.975	0.8675	261506
4.975	0.8725	255475
4.975	0.8775	268269
4.975	0.8825	230499
4.975	0.8875	229145
4.975	0.8925	214058
4.975	0.8975	221110
4.975	0.9025	214346
4.975	0.9075	183715
4.975	0.9125	200907
4.975	0.9175	179148
4.975	0.9225	173671
4.975	0.9275	157367
4.975	0.9325	172284
4.975	0.9375	161232
4.975	0.9425	153725
4.975	0.9475	145329
4.975	0.9525	139296
4.975	0.9575	132742
4.975	0.9625	126513
4.975	0.9675	131106
4.975	0.9725	125194
4.975	0.9775	106848
4.975	0.9825	105873
4.975	0.9875	115906
4.975	0.9925	101039
4.975	0.9975	98116.9
5.025	0.5625	82392.2
5.025	0.5675	348844
5.025	0.5725	704035
5.025	0.5775	720919
5.025	0.5825	611123
5.025	0.5875	466636
5.025	0.5925	495521
5.025	0.5975	528335
5.025	0.6025	491048
5.025	0.6075	534468
5.025	0.6125	471409
5.025	0.6175	563148
5.025	0.6225	861791
5.025	0.6275	1.01973e+06
5.025	0.6325	1.24689e+06
5.025	0.6375	1.21926e+06
5.025	0.6425	1.16545e+06
5.025	0.6475	1.14567e+06
5.025	0.6525	1.07965e+06
5.025	0.6575	1.06074e+06
5.025	0.6625	1.01871e+06
5.025	0.6675	984281
5.025	0.6725	957765
5.025	0.6775	967041
5.025	0.6825	828545
5.025	0.6875	798355
5.025	0.6925	886502
5.025	0.6975	838529
5.025	0.7025	901859
5.025	0.7075	963958
5.025	0.7125	955137
5.025	0.7175	871489
5.025	0.7225	889554
5.025	0.7275	901369
5.025	0.7325	810535
