Q2_center	xbj_center	Content
4.625	0.3275	5.23275e+06
4.625	0.3325	5.17287e+06
4.625	0.3375	5.01153e+06
4.625	0.3425	4.9834e+06
4.625	0.3475	4.87154e+06
4.625	0.3525	4.64178e+06
4.625	0.3575	4.53734e+06
4.625	0.3625	4.42342e+06
4.625	0.3675	4.40853e+06
4.625	0.3725	4.27606e+06
4.625	0.3775	4.13321e+06
4.625	0.3825	3.78976e+06
4.625	0.3875	3.24322e+06
4.625	0.3925	3.27189e+06
4.625	0.3975	2.71976e+06
4.625	0.4025	1.92033e+06
4.625	0.4075	1.93852e+06
4.625	0.4125	2.06157e+06
4.625	0.4175	1.48032e+06
4.625	0.4225	875593
4.625	0.4275	826721
4.625	0.4325	763676
4.625	0.4375	775525
4.625	0.4425	398506
4.625	0.4475	70365
4.625	0.4525	30171.8
4.625	0.4575	27151.9
4.625	0.4625	34483
4.625	0.4675	32609.9
4.625	0.4725	14323
4.625	0.4775	1799.41
4.675	0.3075	9519.1
4.675	0.3125	3.80072e+06
4.675	0.3175	5.15569e+06
4.675	0.3225	5.03789e+06
4.675	0.3275	5.06114e+06
4.675	0.3325	4.84949e+06
4.675	0.3375	4.87284e+06
4.675	0.3425	4.83498e+06
4.675	0.3475	4.71234e+06
4.675	0.3525	4.74679e+06
4.675	0.3575	4.4187e+06
4.675	0.3625	4.36052e+06
4.675	0.3675	4.22372e+06
4.675	0.3725	4.00827e+06
4.675	0.3775	4.02677e+06
4.675	0.3825	4.06121e+06
4.675	0.3875	3.7737e+06
4.675	0.3925	3.16547e+06
4.675	0.3975	3.11154e+06
4.675	0.4025	3.00559e+06
4.675	0.4075	2.08463e+06
4.675	0.4125	1.84536e+06
4.675	0.4175	2.00875e+06
4.675	0.4225	1.79346e+06
4.675	0.4275	1.0639e+06
4.675	0.4325	800886
4.675	0.4375	738964
4.675	0.4425	778951
4.675	0.4475	698183
4.675	0.4525	322611
4.675	0.4575	52279.7
4.675	0.4625	24922.4
4.675	0.4675	33181.2
4.675	0.4725	33832.8
4.675	0.4775	36192.7
4.675	0.4825	30451.6
4.675	0.4875	2573.73
4.725	0.3125	545594
4.725	0.3175	4.61449e+06
4.725	0.3225	4.76243e+06
4.725	0.3275	4.87169e+06
4.725	0.3325	4.79187e+06
4.725	0.3375	4.71902e+06
4.725	0.3425	4.66884e+06
4.725	0.3475	4.49037e+06
4.725	0.3525	4.48274e+06
4.725	0.3575	4.31943e+06
4.725	0.3625	4.23212e+06
4.725	0.3675	4.1652e+06
4.725	0.3725	4.02902e+06
4.725	0.3775	3.84832e+06
4.725	0.3825	3.84439e+06
4.725	0.3875	3.86838e+06
4.725	0.3925	3.67983e+06
4.725	0.3975	3.16583e+06
4.725	0.4025	3.00805e+06
4.725	0.4075	2.9259e+06
4.725	0.4125	2.38472e+06
4.725	0.4175	1.84382e+06
4.725	0.4225	1.91697e+06
4.725	0.4275	1.71809e+06
4.725	0.4325	1.47146e+06
4.725	0.4375	918042
4.725	0.4425	697952
4.725	0.4475	742855
4.725	0.4525	717441
4.725	0.4575	632670
4.725	0.4625	283094
4.725	0.4675	34347.1
4.725	0.4725	31360.9
4.725	0.4775	31812.2
4.725	0.4825	36606.5
4.725	0.4875	42476.4
4.725	0.4925	20709.4
4.725	0.4975	4530.42
4.775	0.3175	1.85529e+06
4.775	0.3225	4.59177e+06
4.775	0.3275	4.61682e+06
4.775	0.3325	4.69539e+06
4.775	0.3375	4.58001e+06
4.775	0.3425	4.60361e+06
4.775	0.3475	4.3315e+06
4.775	0.3525	4.33287e+06
4.775	0.3575	4.23259e+06
4.775	0.3625	4.03059e+06
4.775	0.3675	3.97512e+06
4.775	0.3725	3.85424e+06
4.775	0.3775	3.79997e+06
4.775	0.3825	3.63197e+06
4.775	0.3875	3.63924e+06
4.775	0.3925	3.67596e+06
4.775	0.3975	3.50566e+06
4.775	0.4025	3.15264e+06
4.775	0.4075	2.85463e+06
4.775	0.4125	2.81158e+06
4.775	0.4175	2.43951e+06
4.775	0.4225	1.9921e+06
4.775	0.4275	1.84856e+06
4.775	0.4325	1.60217e+06
4.775	0.4375	1.56739e+06
4.775	0.4425	1.2459e+06
4.775	0.4475	766727
4.775	0.4525	706521
4.775	0.4575	675840
4.775	0.4625	680431
4.775	0.4675	524730
4.775	0.4725	233230
4.775	0.4775	44704.1
4.775	0.4825	30214.8
4.775	0.4875	34505.4
4.775	0.4925	40227.9
4.775	0.4975	27135.4
4.775	0.5025	19843.4
4.775	0.5075	8990.87
4.775	0.5125	388.597
4.825	0.3175	10639.7
4.825	0.3225	3.26178e+06
4.825	0.3275	4.37164e+06
4.825	0.3325	4.40226e+06
4.825	0.3375	4.48348e+06
4.825	0.3425	4.25332e+06
4.825	0.3475	4.30332e+06
4.825	0.3525	4.18025e+06
4.825	0.3575	4.08623e+06
4.825	0.3625	4.04087e+06
4.825	0.3675	3.74922e+06
4.825	0.3725	3.8496e+06
4.825	0.3775	3.76166e+06
4.825	0.3825	3.55041e+06
4.825	0.3875	3.50019e+06
4.825	0.3925	3.45291e+06
4.825	0.3975	3.52522e+06
4.825	0.4025	3.33974e+06
4.825	0.4075	3.13854e+06
4.825	0.4125	2.8283e+06
4.825	0.4175	2.58766e+06
4.825	0.4225	2.33509e+06
4.825	0.4275	2.28135e+06
4.825	0.4325	1.88045e+06
4.825	0.4375	1.49143e+06
4.825	0.4425	1.46334e+06
4.825	0.4475	1.44858e+06
4.825	0.4525	1.11297e+06
4.825	0.4575	739938
4.825	0.4625	654763
4.825	0.4675	637483
4.825	0.4725	563055
4.825	0.4775	533499
4.825	0.4825	281800
4.825	0.4875	44580.8
4.825	0.4925	32786.2
4.825	0.4975	39215.4
4.825	0.5025	25658
4.825	0.5075	25744.4
4.825	0.5125	16648.7
4.825	0.5175	11788.1
4.825	0.5225	2244.35
4.875	0.3225	487647
4.875	0.3275	3.99127e+06
4.875	0.3325	4.23186e+06
4.875	0.3375	4.17655e+06
4.875	0.3425	4.16097e+06
4.875	0.3475	4.14183e+06
4.875	0.3525	4.03488e+06
4.875	0.3575	3.9577e+06
4.875	0.3625	3.87862e+06
4.875	0.3675	3.79204e+06
4.875	0.3725	3.62528e+06
4.875	0.3775	3.592e+06
4.875	0.3825	3.52709e+06
4.875	0.3875	3.34978e+06
4.875	0.3925	3.33303e+06
4.875	0.3975	3.27619e+06
4.875	0.4025	3.31201e+06
4.875	0.4075	3.13753e+06
4.875	0.4125	3.04709e+06
4.875	0.4175	2.8763e+06
4.875	0.4225	2.44503e+06
4.875	0.4275	2.27718e+06
4.875	0.4325	2.30796e+06
4.875	0.4375	1.97231e+06
4.875	0.4425	1.46057e+06
4.875	0.4475	1.44632e+06
4.875	0.4525	1.3848e+06
4.875	0.4575	1.38934e+06
4.875	0.4625	1.02314e+06
4.875	0.4675	627596
4.875	0.4725	591392
4.875	0.4775	516731
4.875	0.4825	589952
4.875	0.4875	529403
4.875	0.4925	266752
4.875	0.4975	52693.3
4.875	0.5025	36609.9
4.875	0.5075	25124.6
4.875	0.5125	24103
4.875	0.5175	18452.8
4.875	0.5225	25912.2
4.875	0.5275	16568
4.875	0.5325	9340.9
4.925	0.3275	1.62879e+06
4.925	0.3325	4.0381e+06
4.925	0.3375	4.11588e+06
4.925	0.3425	3.93952e+06
4.925	0.3475	3.95315e+06
4.925	0.3525	3.99474e+06
4.925	0.3575	3.78012e+06
4.925	0.3625	3.77132e+06
4.925	0.3675	3.69598e+06
4.925	0.3725	3.50157e+06
4.925	0.3775	3.57017e+06
4.925	0.3825	3.32004e+06
4.925	0.3875	3.35967e+06
4.925	0.3925	3.1817e+06
4.925	0.3975	3.17313e+06
4.925	0.4025	3.09554e+06
4.925	0.4075	3.07883e+06
4.925	0.4125	2.92575e+06
4.925	0.4175	2.86768e+06
4.925	0.4225	2.87128e+06
4.925	0.4275	2.38373e+06
4.925	0.4325	2.13859e+06
4.925	0.4375	2.16944e+06
4.925	0.4425	2.11192e+06
4.925	0.4475	1.61759e+06
4.925	0.4525	1.36396e+06
4.925	0.4575	1.30173e+06
4.925	0.4625	1.35822e+06
4.925	0.4675	1.26959e+06
4.925	0.4725	874196
4.925	0.4775	593080
4.925	0.4825	494607
4.925	0.4875	555131
4.925	0.4925	564115
4.925	0.4975	476932
4.925	0.5025	234295
4.925	0.5075	62303.2
4.925	0.5125	23410.6
4.925	0.5175	22429.1
